COUNTRY,WEEK_START,EVENTS,TOTAL_MENTIONS,TOTAL_ARTICLES,AVG_TONE,AVG_GOLDSTEIN,LAT_CENTROID,LONG_CENTROID
GH,2015-08-31,1422,7904,7820,-2.09927268023938,-4.6212376933895927,7.0010379676511949,-1.1557077208157522
GH,2015-09-07,1768,9398,9297,-2.952699586209671,-4.8703619909502276,7.0677191685520357,-1.3427609988687783
GH,2015-09-14,1594,9460,9336,-3.446733942306349,-5.2287954830614805,6.9137877038895876,-1.2072662013801758
GH,2015-09-21,1111,6598,6546,-2.1379252068842232,-4.7977497749774978,6.7260886498649874,-1.0831830639063906
GH,2015-09-28,1315,8165,8048,-3.3399694935711812,-5.0113307984790865,6.8235410190114063,-1.1629190068441062
GH,2015-10-05,1415,7900,7750,-2.7686884022656226,-4.7225441696113055,7.0075160282685518,-1.1772698763250886
GH,2015-10-12,1358,7790,7730,-2.4234576046028158,-4.6782768777614141,6.7946442047128128,-1.2868979808541976
GH,2015-10-19,856,4856,4799,-2.7757403153915088,-4.9425233644859814,7.0124209696261692,-1.1480079170560746
GH,2015-10-26,1216,6659,6563,-2.4171648377924928,-4.7686677631578949,6.8963984457236842,-1.1253881537828954
GH,2015-11-02,1234,6783,6699,-2.9434304394831123,-4.9764181523500808,7.0223750567260934,-1.2051685089141004
GH,2015-11-09,1469,8530,8374,-3.1709740998543228,-5.0656909462219177,6.7878434036759705,-1.1057429101429541
GH,2015-11-16,1238,7195,7095,-2.9153228720850595,-4.6451534733441022,7.0950779240710826,-1.2482450597738286
GH,2015-11-23,1358,8271,8137,-3.2235198648605614,-5.2286450662739323,6.7748447496318107,-1.1297299786450663
GH,2015-11-30,1178,6836,6778,-2.8072565173183892,-4.8471986417657043,6.9609020713073022,-1.0970710237690997
GH,2015-12-07,1287,7675,7538,-3.0493622894613535,-4.6804195804195787,7.0430488966588971,-1.2876959875679876
GH,2015-12-14,1118,6366,6302,-2.3008192338596745,-4.7266547406082289,6.9977736493738822,-1.2483190518783542
GH,2015-12-21,939,5850,5715,-2.7715781536532491,-4.8296059637912672,6.9684558679446216,-1.1972615921192762
GH,2015-12-28,872,4854,4801,-2.8289383288399468,-5.09690366972477,6.8764222935779822,-1.1162254793577984
GH,2016-01-04,1342,8212,8110,-2.9913246372964135,-5.0371833084947832,6.9338042921451164,-1.32692537033288
GH,2016-01-11,1437,8589,8413,-3.6269279330169049,-5.1823938763299253,6.9398628751049962,-1.2737532400639056
GH,2016-01-18,1413,8496,8404,-3.1928560498066778,-5.0053786270346787,7.0350242613836835,-1.2995759313342905
GH,2016-01-25,1534,7689,7634,-3.1736860709494494,-5.0961538461538458,7.1840723986667179,-1.2253723130545482
GH,2016-02-01,1562,8695,8635,-3.02228716768591,-5.14763124279115,6.9096569841167543,-1.1031219952145395
GH,2016-02-08,2216,11111,11016,-3.9546355625790275,-5.9599729241016517,6.6931290222185869,-1.0799538800808013
GH,2016-02-15,1744,9565,9452,-3.7543478082899626,-5.181766054827138,6.8908028400046684,-1.1890348069925589
GH,2016-02-22,1569,8739,8642,-2.7914747085860423,-4.8928616957120514,7.0236945453846573,-1.2320117395389341
GH,2016-02-29,1627,9176,9081,-2.9582097271923553,-4.9945298086446579,6.77992107479365,-1.1363092970363373
GH,2016-03-07,1477,8190,8069,-2.6408536659630948,-4.998645903859174,6.8223640284360183,-1.1782778686526745
GH,2016-03-14,1562,8563,8452,-3.3125107137409064,-4.9383482714468636,6.9097549615877076,-1.2325458361075547
GH,2016-03-21,1378,6963,6909,-3.59602407083018,-4.9728592162554417,6.7741196589259793,-1.0611044078374454
GH,2016-03-28,1367,7311,7143,-3.3823991399534967,-4.9632040965618156,6.8137832479882938,-1.1118895910753479
GH,2016-04-04,1518,8501,8407,-2.7189581463968393,-4.7992094861660082,6.9416064229249,-1.1323608544137025
GH,2016-04-11,1468,8193,8044,-2.9125223943544496,-4.9307430129516021,6.870440422343326,-1.1862501076294276
GH,2016-04-18,1433,8373,7906,-2.8175829986963223,-4.9423586880669923,6.9929108443824148,-1.2441834145150037
GH,2016-04-25,1453,8057,7760,-2.7560824919165956,-5.1822436338609776,6.8488611149346177,-1.1636254287680661
GH,2016-05-02,1586,8141,7991,-2.5968006847912979,-5.0002522068095852,7.0152711916771748,-1.1613249596469104
GH,2016-05-09,1368,7820,7626,-3.0327000148024323,-5.0928362573099415,6.94532961988304,-1.1955728830409353
GH,2016-05-16,1544,8095,7818,-3.1417597681693694,-4.9812176165803113,6.8931816839378257,-1.2037726515544047
GH,2016-05-23,1538,9071,8732,-3.1636699821604761,-5.1083224967490244,7.0499081469440847,-1.2661126853055917
GH,2016-05-30,1555,8739,8473,-3.17442920523235,-5.0736334405144685,6.8427779549839221,-1.09896924244373
GH,2016-06-06,1490,8599,8302,-3.3357661898293496,-5.1858389261744957,6.9426252751677859,-1.1464099691275169
GH,2016-06-13,1634,9093,8684,-2.9536173889659088,-5.0188494492044056,7.0726353855569171,-1.2287625287637696
GH,2016-06-20,1464,8192,8041,-2.677257717702763,-4.9149590163934418,6.9452771926229522,-1.2487897978142077
GH,2016-06-27,1819,9687,9542,-3.0618093016578842,-5.0210555250137432,6.9687899670148443,-1.2646118317757009
GH,2016-07-04,1641,9135,8936,-2.8551129567029077,-4.9272394881169976,6.929735648994515,-1.2491130944546009
GH,2016-07-11,1572,8499,8345,-2.4998367199533873,-4.8414122137404574,6.9771256297709927,-1.1898394306615776
GH,2016-07-18,1655,9275,9068,-2.5271218893875496,-4.7158308157099684,7.0897040483383682,-1.2079079927492449
GH,2016-07-25,1622,9211,8925,-3.0527958843570384,-4.9682490752157822,6.8257982675708977,-1.266819788532676
GH,2016-08-01,1604,8664,8487,-2.8260585834550724,-5.01913965087282,6.914500430174563,-1.2654007587281795
GH,2016-08-08,1574,8850,8735,-2.6129515018892864,-4.6466327827191849,6.9856929161372312,-1.2458414872935195
GH,2016-08-15,1785,10266,10010,-3.4020666925246643,-5.137871148459384,6.7825016526610638,-1.1064363960784314
GH,2016-08-22,2328,12731,12468,-3.3645165531012915,-5.050429553264606,6.8667149398625442,-1.1598237972508589
GH,2016-08-29,1791,9441,9274,-2.1072469212320146,-4.5541038525963158,6.9621622613065339,-1.2574792412060303
